Type,XIP,request_size,file_size,count,time (ns),Bandwidth (GB/s)
Posix,No_XIP,512,4194304,8192,11163628,0.375712
Posix,No_XIP,1024,4194304,4096,5599450,0.749056
Posix,No_XIP,2048,4194304,2048,2905105,1.443770
Posix,No_XIP,4096,4194304,1024,1550451,2.705215
Posix,No_XIP,8192,4194304,512,1008459,4.159122
Posix,No_XIP,16384,4194304,256,763761,5.491645
Posix,No_XIP,32768,4194304,128,604377,6.939880
Posix,No_XIP,65536,4194304,64,554229,7.567818
Posix,No_XIP,131072,4194304,32,520958,8.051137
Posix,No_XIP,262144,4194304,16,543745,7.713733
Posix,No_XIP,524288,4194304,8,569353,7.366790
Posix,No_XIP,1048576,4194304,4,556244,7.540403
Posix-mmap,No_XIP,512,4194304,8192,2514865,1.667805
Posix-mmap,No_XIP,1024,4194304,4096,324935,12.908132
Posix-mmap,No_XIP,2048,4194304,2048,278746,15.047046
Posix-mmap,No_XIP,4096,4194304,1024,240244,17.458517
Posix-mmap,No_XIP,8192,4194304,512,234953,17.851672
Posix-mmap,No_XIP,16384,4194304,256,219801,19.082279
Posix-mmap,No_XIP,32768,4194304,128,352925,11.884406
Posix-mmap,No_XIP,65536,4194304,64,317798,13.198019
Posix-mmap,No_XIP,131072,4194304,32,337764,12.417854
Posix-mmap,No_XIP,262144,4194304,16,397194,10.559837
Posix-mmap,No_XIP,524288,4194304,8,380978,11.009308
Posix-mmap,No_XIP,1048576,4194304,4,460215,9.113792
Posix,No_XIP,512,4194304,8192,17804520,0.235575
Posix,No_XIP,1024,4194304,4096,7880515,0.532237
Posix,No_XIP,2048,4194304,2048,4063089,1.032294
Posix,No_XIP,4096,4194304,1024,2108275,1.989448
Posix,No_XIP,8192,4194304,512,1284356,3.265686
Posix,No_XIP,16384,4194304,256,917442,4.571738
Posix,No_XIP,32768,4194304,128,708077,5.923514
Posix,No_XIP,65536,4194304,64,661243,6.343060
Posix,No_XIP,131072,4194304,32,546279,7.677952
Posix,No_XIP,262144,4194304,16,571252,7.342301
Posix,No_XIP,524288,4194304,8,622431,6.738585
Posix,No_XIP,1048576,4194304,4,566155,7.408402
Posix-mmap,No_XIP,512,4194304,8192,2721146,1.541374
Posix-mmap,No_XIP,1024,4194304,4096,585193,7.167386
Posix-mmap,No_XIP,2048,4194304,2048,280814,14.936235
Posix-mmap,No_XIP,4096,4194304,1024,238033,17.620683
Posix-mmap,No_XIP,8192,4194304,512,219436,19.114020
Posix-mmap,No_XIP,16384,4194304,256,219219,19.132940
Posix-mmap,No_XIP,32768,4194304,128,341942,12.266127
Posix-mmap,No_XIP,65536,4194304,64,316651,13.245826
Posix-mmap,No_XIP,131072,4194304,32,327428,12.809851
Posix-mmap,No_XIP,262144,4194304,16,393391,10.661922
Posix-mmap,No_XIP,524288,4194304,8,381455,10.995541
Posix-mmap,No_XIP,1048576,4194304,4,613043,6.841778
Posix,No_XIP,512,4194304,8192,18913340,0.221764
Posix,No_XIP,1024,4194304,4096,8229527,0.509665
Posix,No_XIP,2048,4194304,2048,4158269,1.008666
Posix,No_XIP,4096,4194304,1024,2174546,1.928818
Posix,No_XIP,8192,4194304,512,1330670,3.152024
Posix,No_XIP,16384,4194304,256,915094,4.583468
Posix,No_XIP,32768,4194304,128,736692,5.693430
Posix,No_XIP,65536,4194304,64,597945,7.014531
Posix,No_XIP,131072,4194304,32,547087,7.666612
Posix,No_XIP,262144,4194304,16,592481,7.079221
Posix,No_XIP,524288,4194304,8,553386,7.579346
Posix,No_XIP,1048576,4194304,4,554333,7.566398
Posix-mmap,No_XIP,512,4194304,8192,2262894,1.853513
Posix-mmap,No_XIP,1024,4194304,4096,332840,12.601562
Posix-mmap,No_XIP,2048,4194304,2048,293235,14.303559
Posix-mmap,No_XIP,4096,4194304,1024,274692,15.269116
Posix-mmap,No_XIP,8192,4194304,512,250488,16.744531
Posix-mmap,No_XIP,16384,4194304,256,250204,16.763537
Posix-mmap,No_XIP,32768,4194304,128,378774,11.073368
Posix-mmap,No_XIP,65536,4194304,64,339380,12.358725
Posix-mmap,No_XIP,131072,4194304,32,367926,11.399858
Posix-mmap,No_XIP,262144,4194304,16,380622,11.019605
Posix-mmap,No_XIP,524288,4194304,8,407403,10.295221
Posix-mmap,No_XIP,1048576,4194304,4,454360,9.231235
Posix,No_XIP,512,4194304,8192,17703757,0.236916
Posix,No_XIP,1024,4194304,4096,7809899,0.537050
Posix,No_XIP,2048,4194304,2048,4056081,1.034078
Posix,No_XIP,4096,4194304,1024,2080298,2.016203
Posix,No_XIP,8192,4194304,512,1298225,3.230799
Posix,No_XIP,16384,4194304,256,920545,4.556327
Posix,No_XIP,32768,4194304,128,708237,5.922176
Posix,No_XIP,65536,4194304,64,625979,6.700391
Posix,No_XIP,131072,4194304,32,559159,7.501094
Posix,No_XIP,262144,4194304,16,568792,7.374056
Posix,No_XIP,524288,4194304,8,582452,7.201115
Posix,No_XIP,1048576,4194304,4,574223,7.304312
Posix-mmap,No_XIP,512,4194304,8192,2198075,1.908171
Posix-mmap,No_XIP,1024,4194304,4096,330360,12.696162
Posix-mmap,No_XIP,2048,4194304,2048,265933,15.772033
Posix-mmap,No_XIP,4096,4194304,1024,233740,17.944314
Posix-mmap,No_XIP,8192,4194304,512,218714,19.177117
Posix-mmap,No_XIP,16384,4194304,256,239176,17.536475
Posix-mmap,No_XIP,32768,4194304,128,341457,12.283550
Posix-mmap,No_XIP,65536,4194304,64,317491,13.210781
Posix-mmap,No_XIP,131072,4194304,32,347935,12.054849
Posix-mmap,No_XIP,262144,4194304,16,379413,11.054719
Posix-mmap,No_XIP,524288,4194304,8,394841,10.622767
Posix-mmap,No_XIP,1048576,4194304,4,453250,9.253842
Posix,No_XIP,512,4194304,8192,18003152,0.232976
Posix,No_XIP,1024,4194304,4096,8022369,0.522826
Posix,No_XIP,2048,4194304,2048,4052594,1.034968
Posix,No_XIP,4096,4194304,1024,2089319,2.007498
Posix,No_XIP,8192,4194304,512,1289906,3.251635
Posix,No_XIP,16384,4194304,256,908752,4.615455
Posix,No_XIP,32768,4194304,128,715562,5.861552
Posix,No_XIP,65536,4194304,64,595171,7.047225
Posix,No_XIP,131072,4194304,32,596936,7.026388
Posix,No_XIP,262144,4194304,16,574423,7.301769
Posix,No_XIP,524288,4194304,8,553411,7.579004
Posix,No_XIP,1048576,4194304,4,568151,7.382375
Posix-mmap,No_XIP,512,4194304,8192,2236193,1.875645
Posix-mmap,No_XIP,1024,4194304,4096,323101,12.981402
Posix-mmap,No_XIP,2048,4194304,2048,261198,16.057948
Posix-mmap,No_XIP,4096,4194304,1024,234311,17.900585
Posix-mmap,No_XIP,8192,4194304,512,231771,18.096759
Posix-mmap,No_XIP,16384,4194304,256,236333,17.747433
Posix-mmap,No_XIP,32768,4194304,128,327420,12.810164
Posix-mmap,No_XIP,65536,4194304,64,330915,12.674868
Posix-mmap,No_XIP,131072,4194304,32,340380,12.322416
Posix-mmap,No_XIP,262144,4194304,16,382630,10.961775
Posix-mmap,No_XIP,524288,4194304,8,400275,10.478556
Posix-mmap,No_XIP,1048576,4194304,4,474939,8.831248
Posix,No_XIP,512,4194304,8192,17696403,0.237014
Posix,No_XIP,1024,4194304,4096,8051267,0.520950
Posix,No_XIP,2048,4194304,2048,4092013,1.024998
Posix,No_XIP,4096,4194304,1024,2146327,1.954178
Posix,No_XIP,8192,4194304,512,1285581,3.262575
Posix,No_XIP,16384,4194304,256,891680,4.703822
Posix,No_XIP,32768,4194304,128,729998,5.745638
Posix,No_XIP,65536,4194304,64,610448,6.870862
Posix,No_XIP,131072,4194304,32,545647,7.686845
Posix,No_XIP,262144,4194304,16,604741,6.935703
Posix,No_XIP,524288,4194304,8,560500,7.483147
Posix,No_XIP,1048576,4194304,4,545262,7.692273
Posix-mmap,No_XIP,512,4194304,8192,2244443,1.868751
Posix-mmap,No_XIP,1024,4194304,4096,320727,13.077490
Posix-mmap,No_XIP,2048,4194304,2048,261947,16.012033
Posix-mmap,No_XIP,4096,4194304,1024,249004,16.844324
Posix-mmap,No_XIP,8192,4194304,512,239582,17.506758
Posix-mmap,No_XIP,16384,4194304,256,219163,19.137829
Posix-mmap,No_XIP,32768,4194304,128,318539,13.167317
Posix-mmap,No_XIP,65536,4194304,64,348473,12.036238
Posix-mmap,No_XIP,131072,4194304,32,352055,11.913775
Posix-mmap,No_XIP,262144,4194304,16,399832,10.490166
Posix-mmap,No_XIP,524288,4194304,8,386079,10.863849
Posix-mmap,No_XIP,1048576,4194304,4,492285,8.520073
Posix,No_XIP,512,4194304,8192,17699522,0.236973
Posix,No_XIP,1024,4194304,4096,7843016,0.534782
Posix,No_XIP,2048,4194304,2048,4039219,1.038395
Posix,No_XIP,4096,4194304,1024,2105867,1.991723
Posix,No_XIP,8192,4194304,512,1307199,3.208619
Posix,No_XIP,16384,4194304,256,939030,4.466635
Posix,No_XIP,32768,4194304,128,741362,5.657565
Posix,No_XIP,65536,4194304,64,590741,7.100073
Posix,No_XIP,131072,4194304,32,583548,7.187590
Posix,No_XIP,262144,4194304,16,616059,6.808283
Posix,No_XIP,524288,4194304,8,556068,7.542790
Posix,No_XIP,1048576,4194304,4,563037,7.449429
Posix-mmap,No_XIP,512,4194304,8192,2238050,1.874089
Posix-mmap,No_XIP,1024,4194304,4096,322522,13.004707
Posix-mmap,No_XIP,2048,4194304,2048,265595,15.792105
Posix-mmap,No_XIP,4096,4194304,1024,234549,17.882421
Posix-mmap,No_XIP,8192,4194304,512,242494,17.296527
Posix-mmap,No_XIP,16384,4194304,256,232897,18.009266
Posix-mmap,No_XIP,32768,4194304,128,327316,12.814235
Posix-mmap,No_XIP,65536,4194304,64,345541,12.138369
Posix-mmap,No_XIP,131072,4194304,32,347432,12.072302
Posix-mmap,No_XIP,262144,4194304,16,381795,10.985749
Posix-mmap,No_XIP,524288,4194304,8,424450,9.881739
Posix-mmap,No_XIP,1048576,4194304,4,470082,8.922494
Posix,No_XIP,512,4194304,8192,17813603,0.235455
Posix,No_XIP,1024,4194304,4096,8028459,0.522430
Posix,No_XIP,2048,4194304,2048,4014555,1.044774
Posix,No_XIP,4096,4194304,1024,2096162,2.000945
Posix,No_XIP,8192,4194304,512,1300331,3.225566
Posix,No_XIP,16384,4194304,256,922615,4.546104
Posix,No_XIP,32768,4194304,128,738743,5.677623
Posix,No_XIP,65536,4194304,64,630130,6.656252
Posix,No_XIP,131072,4194304,32,544461,7.703589
Posix,No_XIP,262144,4194304,16,609233,6.884565
Posix,No_XIP,524288,4194304,8,555888,7.545232
Posix,No_XIP,1048576,4194304,4,544733,7.699743
Posix-mmap,No_XIP,512,4194304,8192,2215494,1.893169
Posix-mmap,No_XIP,1024,4194304,4096,319679,13.120361
Posix-mmap,No_XIP,2048,4194304,2048,265561,15.794126
Posix-mmap,No_XIP,4096,4194304,1024,237240,17.679582
Posix-mmap,No_XIP,8192,4194304,512,243838,17.201191
Posix-mmap,No_XIP,16384,4194304,256,223308,18.782596
Posix-mmap,No_XIP,32768,4194304,128,327476,12.807974
Posix-mmap,No_XIP,65536,4194304,64,343324,12.216752
Posix-mmap,No_XIP,131072,4194304,32,345002,12.157332
Posix-mmap,No_XIP,262144,4194304,16,383320,10.942043
Posix-mmap,No_XIP,524288,4194304,8,415953,10.083601
Posix-mmap,No_XIP,1048576,4194304,4,472137,8.883659
Posix,No_XIP,512,4194304,8192,17865184,0.234775
Posix,No_XIP,1024,4194304,4096,7913638,0.530010
Posix,No_XIP,2048,4194304,2048,4069867,1.030575
Posix,No_XIP,4096,4194304,1024,2095310,2.001758
Posix,No_XIP,8192,4194304,512,1313468,3.193305
Posix,No_XIP,16384,4194304,256,927505,4.522136
Posix,No_XIP,32768,4194304,128,743179,5.643733
Posix,No_XIP,65536,4194304,64,595477,7.043604
Posix,No_XIP,131072,4194304,32,581954,7.207278
Posix,No_XIP,262144,4194304,16,603461,6.950414
Posix,No_XIP,524288,4194304,8,552606,7.590044
Posix,No_XIP,1048576,4194304,4,545627,7.687127
Posix-mmap,No_XIP,512,4194304,8192,2214154,1.894314
Posix-mmap,No_XIP,1024,4194304,4096,347945,12.054503
Posix-mmap,No_XIP,2048,4194304,2048,273471,15.337290
Posix-mmap,No_XIP,4096,4194304,1024,244368,17.163884
Posix-mmap,No_XIP,8192,4194304,512,233347,17.974536
Posix-mmap,No_XIP,16384,4194304,256,267322,15.690082
Posix-mmap,No_XIP,32768,4194304,128,340022,12.335390
Posix-mmap,No_XIP,65536,4194304,64,327055,12.824461
Posix-mmap,No_XIP,131072,4194304,32,361306,11.608731
Posix-mmap,No_XIP,262144,4194304,16,380703,11.017260
Posix-mmap,No_XIP,524288,4194304,8,409979,10.230534
Posix-mmap,No_XIP,1048576,4194304,4,454328,9.231885
Posix,No_XIP,512,4194304,8192,17352300,0.241715
Posix,No_XIP,1024,4194304,4096,7887325,0.531778
Posix,No_XIP,2048,4194304,2048,4009967,1.045970
Posix,No_XIP,4096,4194304,1024,2108657,1.989088
Posix,No_XIP,8192,4194304,512,1276871,3.284830
Posix,No_XIP,16384,4194304,256,892786,4.697995
Posix,No_XIP,32768,4194304,128,738923,5.676240
Posix,No_XIP,65536,4194304,64,621382,6.749961
Posix,No_XIP,131072,4194304,32,531231,7.895443
Posix,No_XIP,262144,4194304,16,607484,6.904386
Posix,No_XIP,524288,4194304,8,585228,7.166957
Posix,No_XIP,1048576,4194304,4,549977,7.626326
Posix-mmap,No_XIP,512,4194304,8192,2233109,1.878235
Posix-mmap,No_XIP,1024,4194304,4096,324538,12.923923
Posix-mmap,No_XIP,2048,4194304,2048,266685,15.727559
Posix-mmap,No_XIP,4096,4194304,1024,236265,17.752541
Posix-mmap,No_XIP,8192,4194304,512,216643,19.360441
Posix-mmap,No_XIP,16384,4194304,256,217505,19.283713
Posix-mmap,No_XIP,32768,4194304,128,344720,12.167278
Posix-mmap,No_XIP,65536,4194304,64,343702,12.203316
Posix-mmap,No_XIP,131072,4194304,32,333553,12.574625
Posix-mmap,No_XIP,262144,4194304,16,386291,10.857887
Posix-mmap,No_XIP,524288,4194304,8,380182,11.032358
Posix-mmap,No_XIP,1048576,4194304,4,475862,8.814118
Quill,No_XIP,512,4194304,8192,31051327,0.135076
Quill,No_XIP,1024,4194304,4096,10909212,0.384474
Quill,No_XIP,2048,4194304,2048,6019912,0.696738
Quill,No_XIP,4096,4194304,1024,2232691,1.878587
Quill,No_XIP,8192,4194304,512,806925,5.197886
Quill,No_XIP,16384,4194304,256,549639,7.631016
Quill,No_XIP,32768,4194304,128,493890,8.492385
Quill,No_XIP,65536,4194304,64,419695,9.993695
Quill,No_XIP,131072,4194304,32,387917,10.812375
Quill,No_XIP,262144,4194304,16,409646,10.238850
Quill,No_XIP,524288,4194304,8,390553,10.739398
Quill,No_XIP,1048576,4194304,4,523565,8.011047
Quill-mmap,No_XIP,512,4194304,8192,3294220,1.273231
Quill-mmap,No_XIP,1024,4194304,4096,338244,12.400232
Quill-mmap,No_XIP,2048,4194304,2048,262201,15.996522
Quill-mmap,No_XIP,4096,4194304,1024,249064,16.840266
Quill-mmap,No_XIP,8192,4194304,512,218002,19.239750
Quill-mmap,No_XIP,16384,4194304,256,219361,19.120555
Quill-mmap,No_XIP,32768,4194304,128,321473,13.047142
Quill-mmap,No_XIP,65536,4194304,64,354111,11.844602
Quill-mmap,No_XIP,131072,4194304,32,318842,13.154804
Quill-mmap,No_XIP,262144,4194304,16,390069,10.752723
Quill-mmap,No_XIP,524288,4194304,8,442137,9.486435
Quill-mmap,No_XIP,1048576,4194304,4,710547,5.902923
Quill,No_XIP,512,4194304,8192,11847012,0.354039
Quill,No_XIP,1024,4194304,4096,4827749,0.868791
Quill,No_XIP,2048,4194304,2048,2550428,1.644549
Quill,No_XIP,4096,4194304,1024,1418051,2.957795
Quill,No_XIP,8192,4194304,512,832042,5.040976
Quill,No_XIP,16384,4194304,256,541979,7.738868
Quill,No_XIP,32768,4194304,128,518152,8.094737
Quill,No_XIP,65536,4194304,64,413629,10.140256
Quill,No_XIP,131072,4194304,32,415395,10.097146
Quill,No_XIP,262144,4194304,16,401805,10.438656
Quill,No_XIP,524288,4194304,8,413898,10.133666
Quill,No_XIP,1048576,4194304,4,458022,9.157429
Quill-mmap,No_XIP,512,4194304,8192,8897235,0.471417
Quill-mmap,No_XIP,1024,4194304,4096,486592,8.619755
Quill-mmap,No_XIP,2048,4194304,2048,1908819,2.197329
Quill-mmap,No_XIP,4096,4194304,1024,1796246,2.335039
Quill-mmap,No_XIP,8192,4194304,512,464633,9.027133
Quill-mmap,No_XIP,16384,4194304,256,3301788,1.270313
Quill-mmap,No_XIP,32768,4194304,128,3657240,1.146850
Quill-mmap,No_XIP,65536,4194304,64,3723192,1.126534
Quill-mmap,No_XIP,131072,4194304,32,3067328,1.367413
Quill-mmap,No_XIP,262144,4194304,16,2925412,1.433748
Quill-mmap,No_XIP,524288,4194304,8,2938252,1.427483
Quill-mmap,No_XIP,1048576,4194304,4,3215986,1.304205
Quill,No_XIP,512,4194304,8192,12406337,0.338078
Quill,No_XIP,1024,4194304,4096,5249945,0.798923
Quill,No_XIP,2048,4194304,2048,2551169,1.644071
Quill,No_XIP,4096,4194304,1024,1360042,3.083952
Quill,No_XIP,8192,4194304,512,776254,5.403262
Quill,No_XIP,16384,4194304,256,543612,7.715621
Quill,No_XIP,32768,4194304,128,488066,8.593723
Quill,No_XIP,65536,4194304,64,438376,9.567823
Quill,No_XIP,131072,4194304,32,391274,10.719608
Quill,No_XIP,262144,4194304,16,397754,10.544970
Quill,No_XIP,524288,4194304,8,393770,10.651660
Quill,No_XIP,1048576,4194304,4,3057555,1.371784
Quill-mmap,No_XIP,512,4194304,8192,2914321,1.439205
Quill-mmap,No_XIP,1024,4194304,4096,308615,13.590733
Quill-mmap,No_XIP,2048,4194304,2048,278619,15.053905
Quill-mmap,No_XIP,4096,4194304,1024,281501,14.899784
Quill-mmap,No_XIP,8192,4194304,512,266377,15.745744
Quill-mmap,No_XIP,16384,4194304,256,287118,14.608293
Quill-mmap,No_XIP,32768,4194304,128,391772,10.705982
Quill-mmap,No_XIP,65536,4194304,64,330611,12.686523
Quill-mmap,No_XIP,131072,4194304,32,334955,12.521993
Quill-mmap,No_XIP,262144,4194304,16,415855,10.085977
Quill-mmap,No_XIP,524288,4194304,8,381200,11.002896
Quill-mmap,No_XIP,1048576,4194304,4,494872,8.475533
Quill,No_XIP,512,4194304,8192,31606041,0.132706
Quill,No_XIP,1024,4194304,4096,6184290,0.678219
Quill,No_XIP,2048,4194304,2048,4220834,0.993715
Quill,No_XIP,4096,4194304,1024,1452167,2.888307
Quill,No_XIP,8192,4194304,512,1044496,4.015625
Quill,No_XIP,16384,4194304,256,980271,4.278719
Quill,No_XIP,32768,4194304,128,801107,5.235635
Quill,No_XIP,65536,4194304,64,705600,5.944308
Quill,No_XIP,131072,4194304,32,644693,6.505894
Quill,No_XIP,262144,4194304,16,632003,6.636525
Quill,No_XIP,524288,4194304,8,622867,6.733868
Quill,No_XIP,1048576,4194304,4,1119876,3.745329
Quill-mmap,No_XIP,512,4194304,8192,19121260,0.219353
Quill-mmap,No_XIP,1024,4194304,4096,2325308,1.803763
Quill-mmap,No_XIP,2048,4194304,2048,385614,10.876949
Quill-mmap,No_XIP,4096,4194304,1024,344428,12.177593
Quill-mmap,No_XIP,8192,4194304,512,309317,13.559888
Quill-mmap,No_XIP,16384,4194304,256,270361,15.513717
Quill-mmap,No_XIP,32768,4194304,128,400918,10.461750
Quill-mmap,No_XIP,65536,4194304,64,398863,10.515651
Quill-mmap,No_XIP,131072,4194304,32,349783,11.991160
Quill-mmap,No_XIP,262144,4194304,16,427299,9.815853
Quill-mmap,No_XIP,524288,4194304,8,385753,10.873030
Quill-mmap,No_XIP,1048576,4194304,4,3319245,1.263632
Quill,No_XIP,512,4194304,8192,19716545,0.212730
Quill,No_XIP,1024,4194304,4096,5506124,0.761753
Quill,No_XIP,2048,4194304,2048,2582422,1.624175
Quill,No_XIP,4096,4194304,1024,1423672,2.946117
Quill,No_XIP,8192,4194304,512,797752,5.257654
Quill,No_XIP,16384,4194304,256,549331,7.635295
Quill,No_XIP,32768,4194304,128,492872,8.509925
Quill,No_XIP,65536,4194304,64,443318,9.461163
Quill,No_XIP,131072,4194304,32,384202,10.916924
Quill,No_XIP,262144,4194304,16,413712,10.138222
Quill,No_XIP,524288,4194304,8,417066,10.056691
Quill,No_XIP,1048576,4194304,4,686908,6.106064
Quill-mmap,No_XIP,512,4194304,8192,19263297,0.217736
Quill-mmap,No_XIP,1024,4194304,4096,308808,13.582239
Quill-mmap,No_XIP,2048,4194304,2048,278773,15.045589
Quill-mmap,No_XIP,4096,4194304,1024,309568,13.548894
Quill-mmap,No_XIP,8192,4194304,512,277280,15.126601
Quill-mmap,No_XIP,16384,4194304,256,247752,16.929446
Quill-mmap,No_XIP,32768,4194304,128,352315,11.904983
Quill-mmap,No_XIP,65536,4194304,64,343639,12.205553
Quill-mmap,No_XIP,131072,4194304,32,398271,10.531281
Quill-mmap,No_XIP,262144,4194304,16,413647,10.139815
Quill-mmap,No_XIP,524288,4194304,8,379283,11.058508
Quill-mmap,No_XIP,1048576,4194304,4,475077,8.828683
Quill,No_XIP,512,4194304,8192,17384520,0.241267
Quill,No_XIP,1024,4194304,4096,6305415,0.665191
Quill,No_XIP,2048,4194304,2048,4747862,0.883409
Quill,No_XIP,4096,4194304,1024,2340068,1.792386
Quill,No_XIP,8192,4194304,512,1356511,3.091979
Quill,No_XIP,16384,4194304,256,894899,4.686902
Quill,No_XIP,32768,4194304,128,825373,5.081707
Quill,No_XIP,65536,4194304,64,668157,6.277423
Quill,No_XIP,131072,4194304,32,633752,6.618210
Quill,No_XIP,262144,4194304,16,673790,6.224942
Quill,No_XIP,524288,4194304,8,670334,6.257036
Quill,No_XIP,1048576,4194304,4,967156,4.336740
Quill-mmap,No_XIP,512,4194304,8192,4890539,0.857636
Quill-mmap,No_XIP,1024,4194304,4096,533156,7.866936
Quill-mmap,No_XIP,2048,4194304,2048,472559,8.875726
Quill-mmap,No_XIP,4096,4194304,1024,413112,10.152946
Quill-mmap,No_XIP,8192,4194304,512,409642,10.238950
Quill-mmap,No_XIP,16384,4194304,256,320882,13.071173
Quill-mmap,No_XIP,32768,4194304,128,355452,11.799917
Quill-mmap,No_XIP,65536,4194304,64,377654,11.106208
Quill-mmap,No_XIP,131072,4194304,32,344374,12.179503
Quill-mmap,No_XIP,262144,4194304,16,422735,9.921828
Quill-mmap,No_XIP,524288,4194304,8,383259,10.943785
Quill-mmap,No_XIP,1048576,4194304,4,492280,8.520159
Quill,No_XIP,512,4194304,8192,13057784,0.321211
Quill,No_XIP,1024,4194304,4096,4906955,0.854767
Quill,No_XIP,2048,4194304,2048,2593509,1.617231
Quill,No_XIP,4096,4194304,1024,1385384,3.027539
Quill,No_XIP,8192,4194304,512,798993,5.249488
Quill,No_XIP,16384,4194304,256,558090,7.515462
Quill,No_XIP,32768,4194304,128,463411,9.050938
Quill,No_XIP,65536,4194304,64,382896,10.954160
Quill,No_XIP,131072,4194304,32,389008,10.782051
Quill,No_XIP,262144,4194304,16,397360,10.555426
Quill,No_XIP,524288,4194304,8,412843,10.159562
Quill,No_XIP,1048576,4194304,4,705321,5.946660
Quill-mmap,No_XIP,512,4194304,8192,3322290,1.262474
Quill-mmap,No_XIP,1024,4194304,4096,331013,12.671116
Quill-mmap,No_XIP,2048,4194304,2048,279021,15.032216
Quill-mmap,No_XIP,4096,4194304,1024,252961,16.580833
Quill-mmap,No_XIP,8192,4194304,512,240246,17.458372
Quill-mmap,No_XIP,16384,4194304,256,295747,14.182068
Quill-mmap,No_XIP,32768,4194304,128,395655,10.600912
Quill-mmap,No_XIP,65536,4194304,64,338766,12.381124
Quill-mmap,No_XIP,131072,4194304,32,328583,12.764823
Quill-mmap,No_XIP,262144,4194304,16,449117,9.339001
Quill-mmap,No_XIP,524288,4194304,8,436634,9.605995
Quill-mmap,No_XIP,1048576,4194304,4,675653,6.207778
Quill,No_XIP,512,4194304,8192,16015364,0.261893
Quill,No_XIP,1024,4194304,4096,5197894,0.806924
Quill,No_XIP,2048,4194304,2048,2525638,1.660691
Quill,No_XIP,4096,4194304,1024,1374017,3.052585
Quill,No_XIP,8192,4194304,512,819215,5.119906
Quill,No_XIP,16384,4194304,256,541675,7.743211
Quill,No_XIP,32768,4194304,128,501358,8.365886
Quill,No_XIP,65536,4194304,64,407194,10.300505
Quill,No_XIP,131072,4194304,32,384332,10.913231
Quill,No_XIP,262144,4194304,16,399251,10.505431
Quill,No_XIP,524288,4194304,8,401217,10.453954
Quill,No_XIP,1048576,4194304,4,669796,6.262062
Quill-mmap,No_XIP,512,4194304,8192,3376532,1.242193
Quill-mmap,No_XIP,1024,4194304,4096,342913,12.231394
Quill-mmap,No_XIP,2048,4194304,2048,319102,13.144086
Quill-mmap,No_XIP,4096,4194304,1024,254112,16.505730
Quill-mmap,No_XIP,8192,4194304,512,241102,17.396388
Quill-mmap,No_XIP,16384,4194304,256,252442,16.614921
Quill-mmap,No_XIP,32768,4194304,128,420410,9.976699
Quill-mmap,No_XIP,65536,4194304,64,329416,12.732545
Quill-mmap,No_XIP,131072,4194304,32,336275,12.472839
Quill-mmap,No_XIP,262144,4194304,16,414573,10.117166
Quill-mmap,No_XIP,524288,4194304,8,487346,8.606419
Quill-mmap,No_XIP,1048576,4194304,4,674085,6.222218
Quill,No_XIP,512,4194304,8192,12593371,0.333056
Quill,No_XIP,1024,4194304,4096,4829607,0.868457
Quill,No_XIP,2048,4194304,2048,2534164,1.655104
Quill,No_XIP,4096,4194304,1024,1395859,3.004819
Quill,No_XIP,8192,4194304,512,789929,5.309723
Quill,No_XIP,16384,4194304,256,544733,7.699743
Quill,No_XIP,32768,4194304,128,463645,9.046370
Quill,No_XIP,65536,4194304,64,383858,10.926707
Quill,No_XIP,131072,4194304,32,366624,11.440342
Quill,No_XIP,262144,4194304,16,396773,10.571042
Quill,No_XIP,524288,4194304,8,387121,10.834607
Quill,No_XIP,1048576,4194304,4,2069150,2.027066
Quill-mmap,No_XIP,512,4194304,8192,3266167,1.284167
Quill-mmap,No_XIP,1024,4194304,4096,325712,12.877339
Quill-mmap,No_XIP,2048,4194304,2048,278589,15.055526
Quill-mmap,No_XIP,4096,4194304,1024,252902,16.584701
Quill-mmap,No_XIP,8192,4194304,512,321569,13.043247
Quill-mmap,No_XIP,16384,4194304,256,269120,15.585256
Quill-mmap,No_XIP,32768,4194304,128,363822,11.528451
Quill-mmap,No_XIP,65536,4194304,64,328753,12.758223
Quill-mmap,No_XIP,131072,4194304,32,439215,9.549546
Quill-mmap,No_XIP,262144,4194304,16,424416,9.882530
Quill-mmap,No_XIP,524288,4194304,8,379281,11.058566
Quill-mmap,No_XIP,1048576,4194304,4,563010,7.449786
Quill,No_XIP,512,4194304,8192,15718152,0.266845
Quill,No_XIP,1024,4194304,4096,8118921,0.516609
Quill,No_XIP,2048,4194304,2048,4279993,0.979979
Quill,No_XIP,4096,4194304,1024,2398669,1.748596
Quill,No_XIP,8192,4194304,512,1366084,3.070312
Quill,No_XIP,16384,4194304,256,905968,4.629638
Quill,No_XIP,32768,4194304,128,831831,5.042255
Quill,No_XIP,65536,4194304,64,688501,6.091936
Quill,No_XIP,131072,4194304,32,678772,6.179253
Quill,No_XIP,262144,4194304,16,697338,6.014736
Quill,No_XIP,524288,4194304,8,677734,6.188717
Quill,No_XIP,1048576,4194304,4,885220,4.738149
Quill-mmap,No_XIP,512,4194304,8192,12947027,0.323959
Quill-mmap,No_XIP,1024,4194304,4096,318871,13.153608
Quill-mmap,No_XIP,2048,4194304,2048,315061,13.312673
Quill-mmap,No_XIP,4096,4194304,1024,256892,16.327110
