FS,Type,request_size,file_size,count,time (ns),Bandwidth (GB/s)
PMFS,Quill,16777216,1073741824,64,200092626,5.366224
PMFS,Quill,33554432,1073741824,32,202248156,5.309031
PMFS,Quill,67108864,1073741824,16,208938834,5.139025
PMFS,Quill-mmap,512,1073741824,2097152,125469893,8.557765
PMFS,Quill-mmap,1024,1073741824,1048576,98699794,10.878866
PMFS,Quill-mmap,2048,1073741824,524288,97912077,10.966388
PMFS,Quill-mmap,4096,1073741824,262144,119605713,8.977346
PMFS,Quill-mmap,8192,1073741824,131072,99653643,10.774737
PMFS,Quill-mmap,16384,1073741824,65536,98952113,10.851126
PMFS,Quill-mmap,32768,1073741824,32768,98654448,10.883866
PMFS,Quill-mmap,65536,1073741824,16384,99184420,10.825711
PMFS,Quill-mmap,131072,1073741824,8192,113043006,9.498525
PMFS,Quill-mmap,262144,1073741824,4096,99246271,10.818964
PMFS,Quill-mmap,524288,1073741824,2048,99959979,10.741717
PMFS,Quill-mmap,1048576,1073741824,1024,102177088,10.508636
PMFS,Quill-mmap,2097152,1073741824,512,110486417,9.718315
PMFS,Quill-mmap,4194304,1073741824,256,131900383,8.140551
PMFS,Quill-mmap,8388608,1073741824,128,155358518,6.911380
PMFS,Quill-mmap,16777216,1073741824,64,186233640,5.765563
PMFS,Quill-mmap,33554432,1073741824,32,202859433,5.293034
PMFS,Quill-mmap,67108864,1073741824,16,208638091,5.146432
PMFS,Quill,512,1073741824,2097152,617150795,1.739837
PMFS,Quill,1024,1073741824,1048576,348582807,3.080306
PMFS,Quill,2048,1073741824,524288,216952731,4.949197
PMFS,Quill,4096,1073741824,262144,171808269,6.249652
PMFS,Quill,8192,1073741824,131072,133974586,8.014519
PMFS,Quill,16384,1073741824,65536,116753442,9.196661
PMFS,Quill,32768,1073741824,32768,108397717,9.905576
PMFS,Quill,65536,1073741824,16384,103801775,10.344157
PMFS,Quill,131072,1073741824,8192,101204480,10.609627
PMFS,Quill,262144,1073741824,4096,111681091,9.614357
PMFS,Quill,524288,1073741824,2048,101086531,10.622007
PMFS,Quill,1048576,1073741824,1024,103735393,10.350776
PMFS,Quill,2097152,1073741824,512,115383701,9.305836
PMFS,Quill,4194304,1073741824,256,133434099,8.046982
PMFS,Quill,8388608,1073741824,128,158268553,6.784303
PMFS,Quill,16777216,1073741824,64,185031951,5.803008
PMFS,Quill,33554432,1073741824,32,216974980,4.948690
PMFS,Quill,67108864,1073741824,16,208878988,5.140497
PMFS,Quill-mmap,512,1073741824,2097152,125638173,8.546302
PMFS,Quill-mmap,1024,1073741824,1048576,98666070,10.882584
PMFS,Quill-mmap,2048,1073741824,524288,97753279,10.984203
PMFS,Quill-mmap,4096,1073741824,262144,106232908,10.107431
PMFS,Quill-mmap,8192,1073741824,131072,99190230,10.825076
PMFS,Quill-mmap,16384,1073741824,65536,98952959,10.851033
PMFS,Quill-mmap,32768,1073741824,32768,98248714,10.928813
PMFS,Quill-mmap,65536,1073741824,16384,98906468,10.856134
PMFS,Quill-mmap,131072,1073741824,8192,98693118,10.879602
PMFS,Quill-mmap,262144,1073741824,4096,99190574,10.825039
PMFS,Quill-mmap,524288,1073741824,2048,99775104,10.761621
PMFS,Quill-mmap,1048576,1073741824,1024,101997804,10.527107
PMFS,Quill-mmap,2097152,1073741824,512,109996459,9.761604
PMFS,Quill-mmap,4194304,1073741824,256,131082425,8.191348
PMFS,Quill-mmap,8388608,1073741824,128,168639831,6.367071
PMFS,Quill-mmap,16777216,1073741824,64,184171733,5.830112
PMFS,Quill-mmap,33554432,1073741824,32,202387990,5.305363
PMFS,Quill-mmap,67108864,1073741824,16,208251871,5.155977
PMFS,Quill,512,1073741824,2097152,621191558,1.728520
PMFS,Quill,1024,1073741824,1048576,352462085,3.046404
PMFS,Quill,2048,1073741824,524288,218452419,4.915221
PMFS,Quill,4096,1073741824,262144,172463721,6.225900
PMFS,Quill,8192,1073741824,131072,134219322,7.999905
PMFS,Quill,16384,1073741824,65536,116453307,9.220364
PMFS,Quill,32768,1073741824,32768,108347574,9.910160
PMFS,Quill,65536,1073741824,16384,104242588,10.300414
PMFS,Quill,131072,1073741824,8192,101297703,10.599863
PMFS,Quill,262144,1073741824,4096,100404762,10.694132
PMFS,Quill,524288,1073741824,2048,101007858,10.630280
PMFS,Quill,1048576,1073741824,1024,116027697,9.254185
PMFS,Quill,2097152,1073741824,512,114067141,9.413244
PMFS,Quill,4194304,1073741824,256,133209915,8.060525
PMFS,Quill,8388608,1073741824,128,157953790,6.797822
PMFS,Quill,16777216,1073741824,64,186148293,5.768207
PMFS,Quill,33554432,1073741824,32,202104371,5.312809
PMFS,Quill,67108864,1073741824,16,223351077,4.807417
PMFS,Quill-mmap,512,1073741824,2097152,125410967,8.561786
PMFS,Quill-mmap,1024,1073741824,1048576,98632557,10.886282
PMFS,Quill-mmap,2048,1073741824,524288,97887368,10.969156
PMFS,Quill-mmap,4096,1073741824,262144,106988438,10.036055
PMFS,Quill-mmap,8192,1073741824,131072,99578874,10.782828
PMFS,Quill-mmap,16384,1073741824,65536,98994529,10.846476
PMFS,Quill-mmap,32768,1073741824,32768,98664535,10.882754
PMFS,Quill-mmap,65536,1073741824,16384,99363870,10.806159
PMFS,Quill-mmap,131072,1073741824,8192,99309730,10.812051
PMFS,Quill-mmap,262144,1073741824,4096,99424260,10.799596
PMFS,Quill-mmap,524288,1073741824,2048,100140849,10.722316
PMFS,Quill-mmap,1048576,1073741824,1024,102320451,10.493912
PMFS,Quill-mmap,2097152,1073741824,512,119997025,8.948070
PMFS,Quill-mmap,4194304,1073741824,256,131241341,8.181430
PMFS,Quill-mmap,8388608,1073741824,128,157269146,6.827416
PMFS,Quill-mmap,16777216,1073741824,64,186875692,5.745754
PMFS,Quill-mmap,33554432,1073741824,32,202008013,5.315343
PMFS,Quill-mmap,67108864,1073741824,16,209344185,5.129074
PMFS,Quill,512,1073741824,2097152,617072823,1.740057
PMFS,Quill,1024,1073741824,1048576,354426895,3.029516
PMFS,Quill,2048,1073741824,524288,216745215,4.953936
PMFS,Quill,4096,1073741824,262144,171932219,6.245146
PMFS,Quill,8192,1073741824,131072,145612687,7.373958
PMFS,Quill,16384,1073741824,65536,116516652,9.215351
PMFS,Quill,32768,1073741824,32768,108216571,9.922157
PMFS,Quill,65536,1073741824,16384,103906143,10.333767
PMFS,Quill,131072,1073741824,8192,101527715,10.575849
PMFS,Quill,262144,1073741824,4096,104353595,10.289457
PMFS,Quill,524288,1073741824,2048,100931881,10.638282
PMFS,Quill,1048576,1073741824,1024,103074123,10.417181
PMFS,Quill,2097152,1073741824,512,115323191,9.310719
PMFS,Quill,4194304,1073741824,256,150409814,7.138775
PMFS,Quill,8388608,1073741824,128,157292858,6.826386
PMFS,Quill,16777216,1073741824,64,186035013,5.771719
PMFS,Quill,33554432,1073741824,32,215607739,4.980071
PMFS,Quill,67108864,1073741824,16,208571545,5.148074
PMFS,Quill-mmap,512,1073741824,2097152,137025386,7.836080
PMFS,Quill-mmap,1024,1073741824,1048576,98545509,10.895898
PMFS,Quill-mmap,2048,1073741824,524288,97658901,10.994818
PMFS,Quill-mmap,4096,1073741824,262144,106460018,10.085869
PMFS,Quill-mmap,8192,1073741824,131072,99353038,10.807338
PMFS,Quill-mmap,16384,1073741824,65536,104277144,10.297001
PMFS,Quill-mmap,32768,1073741824,32768,98627419,10.886849
PMFS,Quill-mmap,65536,1073741824,16384,99290266,10.814170
PMFS,Quill-mmap,131072,1073741824,8192,98934693,10.853036
PMFS,Quill-mmap,262144,1073741824,4096,99440965,10.797782
PMFS,Quill-mmap,524288,1073741824,2048,104356666,10.289154
PMFS,Quill-mmap,1048576,1073741824,1024,102406845,10.485059
PMFS,Quill-mmap,2097152,1073741824,512,110481371,9.718759
PMFS,Quill-mmap,4194304,1073741824,256,132752285,8.088311
PMFS,Quill-mmap,8388608,1073741824,128,171545399,6.259228
PMFS,Quill-mmap,16777216,1073741824,64,186598089,5.754302
PMFS,Quill-mmap,33554432,1073741824,32,202111918,5.312610
PMFS,Quill-mmap,67108864,1073741824,16,209376548,5.128281
PMFS,Quill,512,1073741824,2097152,611882375,1.754817
PMFS,Quill,1024,1073741824,1048576,349153213,3.075274
PMFS,Quill,2048,1073741824,524288,217056083,4.946841
PMFS,Quill,4096,1073741824,262144,172093593,6.239290
PMFS,Quill,8192,1073741824,131072,134087592,8.007764
PMFS,Quill,16384,1073741824,65536,116342308,9.229160
PMFS,Quill,32768,1073741824,32768,121482170,8.838678
PMFS,Quill,65536,1073741824,16384,104059039,10.318583
PMFS,Quill,131072,1073741824,8192,101282389,10.601466
PMFS,Quill,262144,1073741824,4096,100369778,10.697860
PMFS,Quill,524288,1073741824,2048,100843306,10.647626
PMFS,Quill,1048576,1073741824,1024,118012215,9.098565
PMFS,Quill,2097152,1073741824,512,114422199,9.384034
PMFS,Quill,4194304,1073741824,256,133946260,8.016214
PMFS,Quill,8388608,1073741824,128,157143585,6.832871
PMFS,Quill,16777216,1073741824,64,186464322,5.758430
PMFS,Quill,33554432,1073741824,32,202299372,5.307687
PMFS,Quill,67108864,1073741824,16,221870339,4.839501
PMFS,Quill-mmap,512,1073741824,2097152,125569771,8.550958
PMFS,Quill-mmap,1024,1073741824,1048576,98670830,10.882059
PMFS,Quill-mmap,2048,1073741824,524288,111943645,9.591807
PMFS,Quill-mmap,4096,1073741824,262144,106415620,10.090077
PMFS,Quill-mmap,8192,1073741824,131072,99551417,10.785802
PMFS,Quill-mmap,16384,1073741824,65536,98921696,10.854462
PMFS,Quill-mmap,32768,1073741824,32768,98254668,10.928151
PMFS,Quill-mmap,65536,1073741824,16384,113128370,9.491358
PMFS,Quill-mmap,131072,1073741824,8192,99130344,10.831616
PMFS,Quill-mmap,262144,1073741824,4096,99299945,10.813116
PMFS,Quill-mmap,524288,1073741824,2048,100845564,10.647388
PMFS,Quill-mmap,1048576,1073741824,1024,102588180,10.466526
PMFS,Quill-mmap,2097152,1073741824,512,125093469,8.583516
PMFS,Quill-mmap,4194304,1073741824,256,132109530,8.127664
PMFS,Quill-mmap,8388608,1073741824,128,156581999,6.857377
PMFS,Quill-mmap,16777216,1073741824,64,200067106,5.366908
PMFS,Quill-mmap,33554432,1073741824,32,201626705,5.325395
PMFS,Quill-mmap,67108864,1073741824,16,208672806,5.145576
PMFS,Quill,512,1073741824,2097152,617147198,1.739847
PMFS,Quill,1024,1073741824,1048576,355243207,3.022554
PMFS,Quill,2048,1073741824,524288,216659220,4.955902
PMFS,Quill,4096,1073741824,262144,171933172,6.245111
PMFS,Quill,8192,1073741824,131072,145251317,7.392304
PMFS,Quill,16384,1073741824,65536,116398850,9.224677
PMFS,Quill,32768,1073741824,32768,108381941,9.907018
PMFS,Quill,65536,1073741824,16384,103756280,10.348692
PMFS,Quill,131072,1073741824,8192,111677112,9.614699
PMFS,Quill,262144,1073741824,4096,100687731,10.664078
PMFS,Quill,524288,1073741824,2048,100972790,10.633972
PMFS,Quill,1048576,1073741824,1024,103511153,10.373199
PMFS,Quill,2097152,1073741824,512,116844371,9.189504
PMFS,Quill,4194304,1073741824,256,138366371,7.760136
PMFS,Quill,8388608,1073741824,128,157843596,6.802568
PMFS,Quill,16777216,1073741824,64,184943514,5.805783
PMFS,Quill,33554432,1073741824,32,202299160,5.307693
PMFS,Quill,67108864,1073741824,16,208526691,5.149182
PMFS,Quill-mmap,512,1073741824,2097152,126314605,8.500536
PMFS,Quill-mmap,1024,1073741824,1048576,98892825,10.857631
PMFS,Quill-mmap,2048,1073741824,524288,98214398,10.932632
PMFS,Quill-mmap,4096,1073741824,262144,106027829,10.126981
PMFS,Quill-mmap,8192,1073741824,131072,99722428,10.767305
PMFS,Quill-mmap,16384,1073741824,65536,99684338,10.771420
PMFS,Quill-mmap,32768,1073741824,32768,98640877,10.885364
PMFS,Quill-mmap,65536,1073741824,16384,99697910,10.769953
PMFS,Quill-mmap,131072,1073741824,8192,99742815,10.765104
PMFS,Quill-mmap,262144,1073741824,4096,100102166,10.726459
PMFS,Quill-mmap,524288,1073741824,2048,101150552,10.615284
PMFS,Quill-mmap,1048576,1073741824,1024,103624688,10.361834
PMFS,Quill-mmap,2097152,1073741824,512,112153664,9.573845
PMFS,Quill-mmap,4194304,1073741824,256,132594446,8.097940
PMFS,Quill-mmap,8388608,1073741824,128,158106686,6.791249
PMFS,Quill-mmap,16777216,1073741824,64,185231005,5.796772
PMFS,Quill-mmap,33554432,1073741824,32,216186483,4.966739
PMFS,Quill-mmap,67108864,1073741824,16,208704227,5.144802
PMFS,Quill,512,1073741824,2097152,618078097,1.737227
PMFS,Quill,1024,1073741824,1048576,351458104,3.055106
PMFS,Quill,2048,1073741824,524288,226830042,4.733684
PMFS,Quill,4096,1073741824,262144,172582561,6.221613
PMFS,Quill,8192,1073741824,131072,134294104,7.995450
PMFS,Quill,16384,1073741824,65536,116542227,9.213329
PMFS,Quill,32768,1073741824,32768,108881473,9.861566
PMFS,Quill,65536,1073741824,16384,103888702,10.335501
PMFS,Quill,131072,1073741824,8192,101280393,10.601675
PMFS,Quill,262144,1073741824,4096,100340181,10.701015
PMFS,Quill,524288,1073741824,2048,115787092,9.273416
PMFS,Quill,1048576,1073741824,1024,104205721,10.304058
PMFS,Quill,2097152,1073741824,512,114167702,9.404953
PMFS,Quill,4194304,1073741824,256,133868853,8.020849
PMFS,Quill,8388608,1073741824,128,172926207,6.209249
PMFS,Quill,16777216,1073741824,64,184673218,5.814280
PMFS,Quill,33554432,1073741824,32,201658072,5.324567
PMFS,Quill,67108864,1073741824,16,208423747,5.151725
PMFS,Quill-mmap,512,1073741824,2097152,125671604,8.544029
PMFS,Quill-mmap,1024,1073741824,1048576,98529794,10.897636
PMFS,Quill-mmap,2048,1073741824,524288,98058854,10.949973
PMFS,Quill-mmap,4096,1073741824,262144,106463284,10.085560
PMFS,Quill-mmap,8192,1073741824,131072,99343541,10.808371
PMFS,Quill-mmap,16384,1073741824,65536,98538268,10.896699
PMFS,Quill-mmap,32768,1073741824,32768,98442530,10.907296
PMFS,Quill-mmap,65536,1073741824,16384,100019774,10.735295
PMFS,Quill-mmap,131072,1073741824,8192,98934680,10.853038
PMFS,Quill-mmap,262144,1073741824,4096,99807801,10.758095
PMFS,Quill-mmap,524288,1073741824,2048,100811622,10.650973
PMFS,Quill-mmap,1048576,1073741824,1024,115733803,9.277685
PMFS,Quill-mmap,2097152,1073741824,512,110648775,9.704055
PMFS,Quill-mmap,4194304,1073741824,256,133839056,8.022634
PMFS,Quill-mmap,8388608,1073741824,128,156888549,6.843978
PMFS,Quill-mmap,16777216,1073741824,64,187576245,5.724295
PMFS,Quill-mmap,33554432,1073741824,32,202275510,5.308314
PMFS,Quill-mmap,67108864,1073741824,16,222572710,4.824229
PMFS,Quill,512,1073741824,2097152,617165238,1.739796
PMFS,Quill,1024,1073741824,1048576,355353207,3.021618
PMFS,Quill,2048,1073741824,524288,216807554,4.952511
PMFS,Quill,4096,1073741824,262144,171604139,6.257086
PMFS,Quill,8192,1073741824,131072,134168482,8.002936
PMFS,Quill,16384,1073741824,65536,116230483,9.238040
PMFS,Quill,32768,1073741824,32768,108492269,9.896943
PMFS,Quill,65536,1073741824,16384,103734124,10.350903
PMFS,Quill,131072,1073741824,8192,101596058,10.568735
PMFS,Quill,262144,1073741824,4096,100779072,10.654413
PMFS,Quill,524288,1073741824,2048,101185948,10.611571
PMFS,Quill,1048576,1073741824,1024,104719603,10.253494
PMFS,Quill,2097152,1073741824,512,116479511,9.218289
PMFS,Quill,4194304,1073741824,256,134972495,7.955264
PMFS,Quill,8388608,1073741824,128,159521177,6.731030
PMFS,Quill,16777216,1073741824,64,185110217,5.800554
PMFS,Quill,33554432,1073741824,32,201651300,5.324745
PMFS,Quill,67108864,1073741824,16,208662183,5.145838
PMFS,Quill-mmap,512,1073741824,2097152,125512911,8.554832
PMFS,Quill-mmap,1024,1073741824,1048576,98545040,10.895950
PMFS,Quill-mmap,2048,1073741824,524288,97795628,10.979446
PMFS,Quill-mmap,4096,1073741824,262144,106585912,10.073956
PMFS,Quill-mmap,8192,1073741824,131072,102960040,10.428724
PMFS,Quill-mmap,16384,1073741824,65536,98633274,10.886203
PMFS,Quill-mmap,32768,1073741824,32768,98451955,10.906252
PMFS,Quill-mmap,65536,1073741824,16384,99062687,10.839014
PMFS,Quill-mmap,131072,1073741824,8192,98862332,10.860980
PMFS,Quill-mmap,262144,1073741824,4096,103527220,10.371589
PMFS,Quill-mmap,524288,1073741824,2048,100389875,10.695718
PMFS,Quill-mmap,1048576,1073741824,1024,102263093,10.499798
PMFS,Quill-mmap,2097152,1073741824,512,110913353,9.680907
PMFS,Quill-mmap,4194304,1073741824,256,149738963,7.170758
PMFS,Quill-mmap,8388608,1073741824,128,156692866,6.852525
PMFS,Quill-mmap,16777216,1073741824,64,185168505,5.798728
PMFS,Quill-mmap,33554432,1073741824,32,215748120,4.976831
PMFS,Quill-mmap,67108864,1073741824,16,208989029,5.137790
